0.000000,0.000000
0.000000,2.000000
0.000000,4.000000
0.000000,6.000000
0.000000,8.000000
0.000000,10.000000
0.000000,12.000000
0.000000,14.000001
0.000000,16.000002
0.000000,18.000002
2.000000,0.000000
2.000000,2.000000
2.000000,4.000000
2.000000,6.000000
2.000000,8.000000
2.000000,10.000000
2.000000,12.000000
2.000000,14.000001
2.000000,16.000002
2.000000,18.000002
4.000000,0.000000
4.000000,2.000000
4.000000,4.000000
4.000000,6.000000
4.000000,8.000000
4.000000,10.000000
4.000000,12.000000
4.000000,14.000001
4.000000,16.000002
4.000000,18.000002
6.000000,0.000000
6.000000,2.000000
6.000000,4.000000
6.000000,6.000000
6.000000,8.000000
6.000000,10.000000
6.000000,12.000000
6.000000,14.000001
6.000000,16.000002
6.000000,18.000002
8.000000,0.000000
8.000000,2.000000
8.000000,4.000000
8.000000,6.000000
8.000000,8.000000
8.000000,10.000000
8.000000,12.000000
8.000000,14.000001
8.000000,16.000002
8.000000,18.000002
10.000000,0.000000
10.000000,2.000000
10.000000,4.000000
10.000000,6.000000
10.000000,8.000000
10.000000,10.000000
10.000000,12.000000
10.000000,14.000001
10.000000,16.000002
10.000000,18.000002
12.000000,0.000000
12.000000,2.000000
12.000000,4.000000
12.000000,6.000000
12.000000,8.000000
12.000000,10.000000
12.000000,12.000000
12.000000,14.000001
12.000000,16.000002
12.000000,18.000002
14.000001,0.000000
14.000001,2.000000
14.000001,4.000000
14.000001,6.000000
14.000001,8.000000
14.000001,10.000000
14.000001,12.000000
14.000001,14.000001
14.000001,16.000002
14.000001,18.000002
16.000002,0.000000
16.000002,2.000000
16.000002,4.000000
16.000002,6.000000
16.000002,8.000000
16.000002,10.000000
16.000002,12.000000
16.000002,14.000001
16.000002,16.000002
16.000002,18.000002
18.000002,0.000000
18.000002,2.000000
18.000002,4.000000
18.000002,6.000000
18.000002,8.000000
18.000002,10.000000
18.000002,12.000000
18.000002,14.000001
18.000002,16.000002
18.000002,18.000002
